epoch,train_loss,train_acc,val_loss,val_acc,seconds
1,1.4544521104750925,0.6238431228809677,0.7719549497376439,0.8005865102639296,516.2173390388489
2,0.7820854881752928,0.8000549802987262,0.5681524748676333,0.843108504398827,495.28751611709595
3,0.6343056630839199,0.8212223953083478,0.4788899929904518,0.8621700879765396,573.854692697525
